10.9	7.54	Eeh det har varit ganska dålig med det, man var van vid att det alltid var klockan 11 på lördagarna, fast tiden var sådär
18.5	4.39	men den senaste tiden har jag varit inne på Teckentorget som jag tycker är bra.
27.65	0.75	Mm håller med.
33.58	4.21	Jag har ju barn också - brukar du se på Sagoträdet?
37.86	0.52	Varför inte?
41.69	1.15	Varför tycker du det är kasst?
56.13	3.14	Det är samma med mina barn som brukar börja titta på det men sedan hänger dom inte med och går och gör något annat istället.
59.46	1.33	Innehållet är svårt
60.92	1.56	det är många personer i bild
62.54	3.85	plus att det är en fågel en bit bort från de andra, på en udda plats, och alla pratar med varandra
66.44	2.65	det innebär att det är svårt att hänga med på vad de pratar om så då går dom.
70.74	0.93	Ja precis.
87.09	0.45	Jaa.
92.27	3.77	På kongressen för ett tag sedan så visades några korta avsnitt av Teckenlådan 
96.08	5.49	och det är ju bättre eftersom det används ett enklare eller inte enklare kanske men ett bra språk.  Det tycker jag är bra.
106.88	1.15	Ja just det.
111.27	0.75	Ja dom olika..
121.5	7.08	Men jag har läst att Teckenlådans gamla program nu ska visas i Barnkanalen,
129.16	3.56	SVTs kanal Barnkanalen, det är där de ska..
132.97	5.6	jag måste kolla om det stämmer för om det gör det så är det ju bra för då har man möjlighet att se gamla avsnitt av Teckenlådan.
140.69	5.85	Dom brukar se på andra tvprogram som.. vad heter dom ..Disney t.ex.  brukar dom se på..
151.06	1.24	Hur gammal är hon?
152.79	3.34	Ja ok, dom brukar börja titta på tv när de är två, dom brukar börja när dom är två.
173.79	2.08	Ja just det.
178.45	3.13	Mmmm..   jaja...   det är därför..
182.93	0.29	Ok.
183.37	2.88	 Det blir så att säga lätt då när samma sak upprepas flera gånger.
190.04	0.44	Mmm.
198.48	1.59	Jag såg det men jag har inte kollat själv.
203.46	0.93	Ja kanon.
210.33	2.03	Har du inte det?
212.53	1.08	Varför har du inte det?
216.49	0.76	Jaha!
217.53	1.01	Du får köpa en egen dator.
220.72	0.53	Mmm.
221.99	0.65	Mm ok.
225.16	3.64	Ja internet är ju framtiden där finns ju tv med
228.92	1.01	och Teckentorget som är bra,
230	5.34	jag sa det till Stefan, att det är framtiden, just att man kan använda det när man vill. 
235.38	3.53	Han sa något om att man har planer på att direktsända sport
238.98	3.82	att man någon gång framöver skulle kunna det, t.ex. på Teckentorget
242.84	5.63	direktsända  t.ex. SM eller något liknande arrangemang , det skulle ju vara kanon eller hur.
251.33	2.13	Jag kommer inte, vet inte,  minns inte, bra fråga.
256.38	4.53	Hur var det nu? Jag minns inte... den var  tung....någon slags direkt förmedling.
262.35	3.47	jo jag tror att de startar nu och det ska säkert bli mer och mer framöver.
266.94	0.51	Mm.
277.46	3.19	Nej aldrig, nyheter har man ju omkring sig hela tiden ändå.
282.35	0.36	Ja.
285.71	4.02	Jaa, och man kan ju ladda ner programmet på Ipoden också,
289.84	5.66	jag har provat att prenumerera på programmet och laddat in det i min Ipod,
295.55	4.6	det innebär t.ex. att jag kan sitta på bussen och kolla på t.ex. nyhetstecken i Ipoden,
300.22	2.67	man kan ju även tanka ner t.ex. Rapport men problemet är ju textningen då. 
303.43	7.87	Det är kanon att det finns t.ex. så kan man ju se nyheter som är ett par dagar gamla, ja kanske se dem igen,  bra att funktionen finns .
317.78	0.73	Jo precis.
319.56	2.76	Det handlar mer om roliga program t.ex.
322.403	5.79	men nyheter eeh det är mer att ta del av information eeh se på Nyhetstecken t.ex.
330.923	2.87	Ja precis och då är ju Teckentorget kanon..det kommer nog att ta över.
338.773	1.11	Jag vet inte.
340.303	1.58	Det verkar ju inte vara många..
344.633	4.41	Det jag funderar på är om de som inte ha så bra svenska tittar på Nyhetstecken? Tveksamt.
352.733	0.56	Mmm.
356.183	0.67	Jaa.
358.093	0.67	Jaa.
366.613	0.6	Mmm.
370.213	0.78	Nää  haha
